subregion,country,region,period.num,period,industry,site,unit,site.unit,BP.cal.median,C14.mean,C14.SD,C14.CV,calib.curve,sample.id,longitude,latitude,material,delta 13,method and id,citation,source,comments
N Central,France,S Italy,3,End Glacial,Azilian,Saut du Loup,NA,Saut du Loup,13654,11650,240,0.0206,intcal13,NA,4.1400,44.1900,NA,NA,NA,NA,PANCEA,NA
Southeast,Italy,NA,3,End Glacial,Early Mesolithic,Scaloria,TR8/L4,Scaloria TR8/L4,10854,9560,140,0.0146,intcal13,LJ-4982,15.9167,41.6333,charcoal,NA,"Conv 14C, 6292",Pluciennik M. 1997,Leuven,NA
Southeast,Italy,NA,3,End Glacial,Final Epigravettian,Scaloria,TR8/L8,Scaloria TR8/L8,12502,10790,210,0.0195,intcal13,LJ-4978,15.9167,41.6333,NA,NA,"Conv 14C, 5352","Milliken S., 1998. Oxford Journal of Archaeology 17: 269-287.",Leuven,NA
Southeast,Italy,NA,3,End Glacial,Final Epigravettian,Scaloria,TR8/L9,Scaloria TR8/L9,12916,11040,190,0.0172,intcal13,LJ-4979,15.9167,41.6333,NA,NA,"Conv 14C, 5351","Milliken S., 1998. Oxford Journal of Archaeology 17: 269-287.",Leuven,NA
N Central,Spain,NE Spain,4,Holocene,Mesolรญtico de Muescas y Denticulados,Serrat del Pont,IV (1),Serrat del Pont IV (1),8160,7330,40,0.0055,intcal13,Beta138589,2.5609,42.2229,NA,NA,NA,Alcalde et al. 2008,O Garcia,NA
N Central,Spain,NE Spain,4,Holocene,Mesolรญtico de Muescas y Denticulados,Serrat del Pont,IV (2),Serrat del Pont IV (2),8592,7770,50,0.0064,intcal13,Beta212541,2.5609,42.2229,NA,NA,NA,Alcalde et al. 2008,O Garcia,NA
N Central,Spain,NE Spain,4,Holocene,Mesolรญtico de Muescas y Denticulados,Serrat del Pont,IV (3),Serrat del Pont IV (3),8908,8060,40,0.005,intcal13,Beta216834,2.5609,42.2229,NA,NA,NA,Alcalde et al. 2008,O Garcia,NA
N Central,Spain,NE Spain,4,Holocene,Mesolรญtico de Muescas y Denticulados,Serrat del Pont,IV (4),Serrat del Pont IV (4),9092,8130,40,0.0049,intcal13,Beta212542,2.5609,42.2229,NA,NA,NA,Alcalde et al. 2008,O Garcia,NA
N Central,Spain,NE Spain,4,Holocene,Mesolรญtico de Muescas y Denticulados,Serrat del Pont,IV (5),Serrat del Pont IV (5),9278,8310,40,0.0048,intcal13,Beta183017,2.5609,42.2229,NA,NA,NA,Alcalde et al. 2008,O Garcia,NA
Southeast,Italy,NA,1,LGM,Epigravettian,Serratura,10C,Serratura 10,19012,15700,100,0.0064,intcal13,NA,15.3865,39.9994,NA,NA,"Conv 14C, 6378","Palma di Cesnola A.. 1996. Eraul: 305-317. Martini  2002, Rev. Sc. Pre. 52,",Leuven,NA
Southeast,Italy,NA,1,LGM,Epigravettian,Serratura,10C,Serratura 10,19022,15700,110,0.007,intcal13,UtC-1421,15.3865,39.9994,NA,?,"AMS, 3889","Palma di Cesnola A.. 1996. Eraul: 305-317. Martini  2002, Rev. Sc. Pre. 52,",Leuven,NA
Southeast,Italy,NA,2,Late Pleniglacial,Epigddravettian,Serratura,10A,Serratura 10,18608,15350,200,0.013,intcal13,Beta-63294,15.3865,39.9994,NA,?,"AMS, 3895","Martini F. 2002, Rev. Sc. Pre. 52,",Leuven,NA
Southeast,Italy,NA,3,End Glacial,indifferentiated Epipalaeolithic,Serratura,4,Serratura 4,11605,10000,200,0.02,intcal13,UtC-750,15.3865,39.9994,NA,?,"AMS, 2406","Fenu, P. et al. 1999-2000.Rivista di Scienze Preistoriche 50: 165-187.",Leuven,NA
Southeast,Italy,NA,3,End Glacial,undifferentiated Epipalaeolithic,Serratura,5,Serratura 5,10994,9700,60,0.0062,intcal13,Bln-3568,15.3865,39.9994,NA,NA,"Conv 14C, 5839","Fenu, P. et al. 1999-2000.Rivista di Scienze Preistoriche 50: 165-187.",Leuven,NA
Southeast,Italy,NA,3,End Glacial,undifferentiated Epipalaeolithic,Serratura,5,Serratura 5,11271,9790,170,0.0174,intcal13,UtC-751,15.3865,39.9994,NA,?,"AMS, 2407","Fenu, P. et al. 1999-2000.Rivista di Scienze Preistoriche 50: 165-187.",Leuven,NA
Southeast,Italy,NA,3,End Glacial,Early Mesolithic,Serratura,6,Serratura 6,10940,9620,60,0.0062,intcal13,Bln-3569,15.3865,39.9994,?,NA,"Conv 14C, 6296","Martini, Tozzi, 1996",Leuven,NA
Southeast,Italy,NA,3,End Glacial,Early Mesolithic,Serratura,6,Serratura 6,11258,9770,140,0.0143,intcal13,UtC-752,15.3865,39.9994,?,?,"AMS, 2733","Martini, Tozzi, 1996",Leuven,NA
Southeast,Italy,NA,3,End Glacial,Early Mesolithic,Serratura,7,Serratura 7,11396,9870,70,0.0071,intcal13,Bln-3570,15.3865,39.9994,?,NA,"Conv 14C, 6305","Martini, Tozzi, 1996",Leuven,NA
Southeast,Italy,NA,3,End Glacial,Early Mesolithic,Serratura,7,Serratura 7,11936,10230,130,0.0127,intcal13,UtC-753,15.3865,39.9994,?,?,"AMS, 2735","Martini, Tozzi, 1996",Leuven,NA
Southeast,Italy,NA,3,End Glacial,Late Upper Palaeolithic,Serratura,8 B,Serratura 8,11900,10220,60,0.0059,intcal13,Bln-3571,15.3865,39.9994,?,NA,"Conv 14C, 6308","Martini, Tozzi, 1996",Leuven,NA
Southeast,Italy,NA,2,Late Pleniglacial,Final Epigravettian,Serratura,8D,Serratura 8,15566,13000,80,0.0062,intcal13,NA,15.3865,39.9994,NA,NA,"Conv 14C, 6377",Palma di Cesnola A.. 1996. Eraul: 305-317.,Leuven,NA
Southeast,Italy,NA,3,End Glacial,Final Epigravettian,Serratura,8F,Serratura 8,13312,11460,80,0.007,intcal13,UtC-1463,15.3865,39.9994,NA,?,"AMS, 3634",Palma di Cesnola A.. 1996. Eraul: 305-317.,Leuven,NA
Southeast,Italy,NA,3,End Glacial,Epigravettian,Serratura,8G,Serratura 8,13928,12060,90,0.0075,intcal13,Beta-63292,15.3865,39.9994,NA,?,"AMS, 3893","Martini F. 2002, Rev. Sc. Pre. 52,",Leuven,NA
Southeast,Italy,NA,3,End Glacial,Late Upper Palaeolithic,Serratura,8 C,Serratura 8,13122,11290,90,0.008,intcal13,UtC-1418,15.3865,39.9994,?,?,"AMS, 2738","Martini, Tozzi, 1996",Leuven,NA
Southeast,Italy,NA,3,End Glacial,Epigravettian,Serratura,8FI,Serratura 8,13083,11240,90,0.008,intcal13,Beta-63289,15.3865,39.9994,NA,?,"AMS, 3890","Martini F. 2002, Rev. Sc. Pre. 52,",Leuven,NA
Southeast,Italy,NA,2,Late Pleniglacial,Epigravettian,Serratura,8FII,Serratura 8,14108,12100,100,0.0083,intcal13,Beta-63290,15.3865,39.9994,NA,?,"AMS, 3892","Martini F. 2002, Rev. Sc. Pre. 52,",Leuven,NA
Southeast,Italy,NA,2,Late Pleniglacial,Final Epigravettian,Serratura,8F,Serratura 8,15693,13100,120,0.0092,intcal13,NA,15.3865,39.9994,NA,NA,"Conv 14C, 6651",Palma di Cesnola A.. 1996. Eraul: 305-317.,Leuven,NA
Southeast,Italy,NA,3,End Glacial,epigdravettian,Serratura,8FIII,Serratura 8,13740,11880,120,0.0101,intcal13,Beta-61291,15.3865,39.9994,NA,?,"AMS, 3891","Martini F. 2002, Rev. Sc. Pre. 52,",Leuven,NA
Southeast,Italy,NA,3,End Glacial,Late Upper Palaeolithic,Serratura,8A,Serratura 8,11651,10000,130,0.013,intcal13,UtC-754,15.3865,39.9994,?,?,"AMS, 2736","Martini, Tozzi, 1996",Leuven,NA
Southeast,Italy,NA,3,End Glacial,Late Upper Palaeolithic,Serratura,8 B,Serratura 8,11960,10270,140,0.0136,intcal13,UtC-755,15.3865,39.9994,?,?,"AMS, 2737","Martini, Tozzi, 1996",Leuven,NA
Southeast,Italy,NA,3,End Glacial,Final Epigravettian,Serratura,8E,Serratura 8,13302,11490,160,0.0139,intcal13,UtC-1420,15.3865,39.9994,NA,?,"AMS, 3633",Palma di Cesnola A.. 1996. Eraul: 305-317.,Leuven,NA
Southeast,Italy,NA,2,Late Pleniglacial,Epigravettian,Serratura,9,Serratura 9,15690,13100,100,0.0076,intcal13,Beta-63293,15.3865,39.9994,NA,?,"AMS, 3894","Martini F. 2002, Rev. Sc. Pre. 52,",Leuven,NA
Southeast,Italy,NA,1,LGM,Gravettian,Serratura,D1,Serratura D1,24720,20670,520,0.0252,intcal13,Beta-88911,15.3865,39.9994,charcoal,?,"AMS, 2980",Martini F. e.a. 2000-2001. Rivista di Scienze Preistoriche 51:73-137.,Leuven,NA
Southeast,Italy,NA,2,Late Pleniglacial,Final Epigravettian 1,Settecannelle,10,Settecannelle 10,14160,12050,150,0.0124,intcal13,OZC-164,11.7500,42.5500,NA,NA,"Conv 14C, 7132",NA,Leuven,NA
Southeast,Italy,NA,2,Late Pleniglacial,Final Epigravettian 1,Settecannelle,10,Settecannelle 10,14988,12700,170,0.0134,intcal13,OZC-163,11.7500,42.5500,NA,NA,"Conv 14C, 7134",NA,Leuven,NA
Southeast,Italy,NA,2,Late Pleniglacial,Evolved Epigravettian,Settecannelle,14a12,Settecannelle 14-12,18998,15700,180,0.0115,intcal13,Ozc-165,11.7500,42.5500,NA,NA,"Conv 14C, 7135",NA,Leuven,NA
Southeast,Italy,NA,1,LGM,Final Epigravettian,Settecannelle,16,Settecannelle 16,19566,16200,200,0.0123,intcal13,OZC-166,11.7500,42.5500,NA,NA,"Conv 14C, 7136",NA,Leuven,NA
Southeast,Italy,Central Italy,1,LGM,Epigravettian,Settecannelle,16,Settecannelle 16,20041,16620,210,0.0126,intcal13,GrN-15977,11.7500,42.5500,NA,NA,NA,NA,PANCEA,NA
Southeast,Italy,NA,2,Late Pleniglacial,Final Epigravettian 1,Settecannelle,8,Settecannelle 8,14707,12540,100,0.008,intcal13,GrN-21847,11.7500,42.5500,NA,NA,"Conv 14C, 7133",NA,Leuven,NA
Southeast,Italy,NA,3,End Glacial,Final Epigdravettian 2,Settecannelle,8,Settecannelle 8,12227,10570,260,0.0246,intcal13,GrN-15977,11.7500,42.5500,NA,NA,"Conv 14C, 7131",Mussi e.a. 2011. QI.,Leuven,NA
Northeast,Italy,NA,3,End Glacial,final Epigravettian2,Soman,upper,Soman upper,12048,10370,110,0.0106,intcal13,Gd-6163,10.8616,45.5993,charcoal,?,"AMS, 2267","Peresani M. et al. 1999-2000. Rivista di Sccienze Preistoriche 50:103-132. Angelucci D.E. Preistoria Alpina, 44 (2009): 59-78.",Leuven,NA
Northeast,Italy,NA,3,End Glacial,final Epigravettian2,Soman,upper,Soman upper,12086,10470,150,0.0143,intcal13,Gd-6159,10.8616,45.5993,charcoal,?,"AMS, 2266","Peresani M. et al. 1999-2000. Rivista di Sccienze Preistoriche 50:103-132. Angelucci D.E. Preistoria Alpina, 44 (2009): 59-78.",Leuven,NA
Northeast,Italy,NA,3,End Glacial,final Epigravettian2,Soman,upper,Soman upper,12138,10510,180,0.0171,intcal13,Gd-4511,10.8616,45.5993,charcoal,?,"AMS, 2265","Peresani M. et al. 1999-2000. Rivista di Sccienze Preistoriche 50:103-132. Angelucci D.E. Preistoria Alpina, 44 (2009): 59-78.",Leuven,NA
Northeast,Italy,NA,3,End Glacial,final Epigravettian2,Soman,upper,Soman upper,12091,10470,180,0.0172,intcal13,Gd-4491,10.8616,45.5993,NA,?,"AMS, 4410","Peresani M. et al. 1999-2000. Rivista di Sccienze Preistoriche 50:103-132. Angelucci D.E. Preistoria Alpina, 44 (2009): 59-78.",Leuven,NA
N Central,Spain,NE Spain,4,Holocene,Mesolรญtico de Muescas y Denticulados,Sota Palou,SP-803,Sota Palou SP-803,9505,8540,180,0.0211,intcal13,UGRA69,2.2314,41.5646,NA,NA,NA,CRPES 1985,O Garcia,NA
N Central,Spain,NE Spain,3,End Glacial,Mesolรญtico de Muescas y Denticulados,Sota Palou,SP-814,Sota Palou SP-814,10331,9060,380,0.0419,intcal13,UGRA380,2.2314,41.5646,NA,NA,NA,CRPES 1985,O Garcia,NA
Northeast,Italy,NA,4,Holocene,Mesolithic,Stefanin,c 4,Stefanin IV,8678,7800,100,0.0128,intcal13,R109,7.9333,44.0500,NA,NA,NA,Skeates 2003,O Garcia,NA
Northeast,Italy,Ligurie,4,Holocene,Epigravettian,Stefanin,IV sup,Stefanin IV,8678,7800,100,0.0128,intcal13,R-109,7.9333,44.0500,NA,NA,NA,NA,PANCEA,NA
Northeast,Italy,NW Italy,4,Holocene,Late Epigravettian,Stefanin,IV,Stefanin IV,9415,8450,195,0.0231,intcal13,NA,7.9333,44.0500,NA,NA,NA,NA,QSR paper,NA
Northeast,Italy,Ligurie,4,Holocene,Epigravettian,Stefanin,IV,Stefanin IV,9912,8800,300,0.0341,intcal13,R-145,7.9333,44.0500,NA,NA,NA,NA,PANCEA,NA
Northeast,Italy,Ligurie,4,Holocene,Epigravettian,Stefanin,Va,Stefanin V,9024,8100,90,0.0111,intcal13,R-126,7.9333,44.0500,NA,NA,NA,NA,PANCEA,NA
Northeast,Italy,Ligurie,4,Holocene,Epigravettian,Stefanin,Vb,Stefanin V,9351,8400,100,0.0119,intcal13,R-148,7.9333,44.0500,NA,NA,NA,NA,PANCEA,NA
Northeast,Italy,NA,2,Late Pleniglacial,Final Epigravettian 2,Stefanin,6,Stefanin VI,14969,12700,300,0.0236,intcal13,HAR-6915,7.9333,44.0500,NA,NA,"Conv 14C, 7146",NA,Leuven,NA
Northeast,Italy,NA,1,LGM,Early Epigravettian,Stefanin,"XV-XIV, XI","Stefanin XV-XIV, XI",22625,18710,210,0.0112,intcal13,GX-16486,7.9333,44.0500,bone collagen,?,"AMS, 4425",NA,Leuven,NA
Southeast,Italy,NA,2,Late Pleniglacial,Evolved  or Early Epigravettian,Taurisano,B10-12,Taurisano B10-12,18895,15600,120,0.0077,intcal13,R-1063,18.1833,40.3833,NA,NA,"Conv 14C, 4301","Djindjian F., J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin, Paris. Milliken S., 1998. Oxford Journal of Archaeology 17: 269-287.",Leuven,NA
Southeast,Italy,NA,1,LGM,Early Epigravettian,Taurisano,B18-22,Taurisano B18-22,19350,16000,150,0.0094,intcal13,R-1064,18.1833,40.3833,NA,NA,"Conv 14C, 6323","Milliken S., 1998. Oxford Journal of Archaeology 17: 269-287.",Leuven,NA
Southeast,Italy,NA,2,Late Pleniglacial,Early Evolvel-Final Epigravettian,Taurisano,B4-5,Taurisano B4-5,18766,15500,120,0.0077,intcal13,R-1061,18.1833,40.3833,NA,NA,"Conv 14C, 5346","Milliken S., 1998. Oxford Journal of Archaeology 17: 269-287.",Leuven,NA
Southeast,Italy,NA,1,LGM,Early Epigravettian,Taurisano,9-6,Taurisano B4-5,19397,16050,160,0.01,intcal13,R-1062,18.1833,40.3833,NA,NA,"Conv 14C, 5345","Milliken S., 1998. Oxford Journal of Archaeology 17: 269-287.",Leuven,NA
Southeast,Italy,NA,4,Holocene,Mesolithic,Terragne,NA,Terragne,7784,6930,70,0.0101,intcal13,beta59934,17.6298,40.3936,NA,NA,NA,Fiorentino et al. 2013,O Garcia,NA
Southeast,Italy,NA,4,Holocene,Mesolithic,Terragne,NA,Terragne,7729,6870,70,0.0102,intcal13,beta59933,17.6298,40.3936,NA,NA,NA,Fiorentino et al. 2013,O Garcia,NA
N Central,France,NA,1,LGM,"Lower Solutrean, Palaeolithic rock art",Tete du Lion,between C and F or E and F,Tete du Lion between C and F or E and F,25648,21650,800,0.037,intcal13,Ly-847,4.5333,44.3667,charcoal,NA,"Conv 14C, 473",NA,Leuven,NA
Southwest,Spain,S&E Spain,3,End Glacial,Late Palaeolithic,Tossal de la Roca,I,Tossal de la Roca I,13622,11820,40,0.0034,intcal13,Beta-134880,-0.2797,38.7919,NA,?,"AMS, 4313",Aura J.E. 2011. doi: 10.1016/j.quaint,Leuven,NA
Southwest,Spain,S&E Spain,4,Holocene,Mesolitico Geometrico,Tossal de la Roca,I,Tossal de la Roca I,8481,7660,80,0.0104,intcal13,Gif6898,-0.2797,38.7919,NA,NA,NA,Martรญ et al. 2009,O Garcia,NA
Southwest,Spain,S&E Spain,4,Holocene,Mesolitico Geometrico,Tossal de la Roca,I,Tossal de la Roca I,8327,7560,80,0.0106,intcal13,Gif6897,-0.2797,38.7919,NA,NA,NA,Martรญ et al. 2009,O Garcia,NA
Southwest,Spain,S&E Spain,4,Holocene,Mesolithic,Tossal de la Roca,I  (ext),Tossal de la Roca I ext,8327,7560,80,0.0106,intcal13,NA,-0.2797,38.7919,NA,NA,NA,NA,QSR paper,NA
Southwest,Spain,S&E Spain,2,Late Pleniglacial,Upper Magdalenian,Tossal de la Roca,II,Tossal de la Roca II,15281,12800,40,0.0031,intcal13,Beta-134882,-0.2797,38.7919,NA,?,"AMS, 4316","Djindjian F., J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin, Paris.",Leuven,NA
Southwest,Spain,S&E Spain,2,Late Pleniglacial,Upper Magdalenian,Tossal de la Roca,II,Tossal de la Roca II,14368,12310,40,0.0032,intcal13,Beta-134876,-0.2797,38.7919,NA,?,"AMS, 4366","Djindjian F., J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin, Paris.",Leuven,NA
Southwest,Spain,S&E Spain,2,Late Pleniglacial,Upper Magdalenian,Tossal de la Roca,II,Tossal de la Roca II,14722,12480,210,0.0168,intcal13,UGRA-119,-0.2797,38.7919,From layerII int,NA,"Conv 14C, 4395","Djindjian F., J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin, Paris.",Leuven,NA
Southwest,Spain,S&E Spain,2,Late Pleniglacial,Upper Magdalenian,Tossal de la Roca,II,Tossal de la Roca II,14622,12390,250,0.0202,intcal13,UCRA-120,-0.2797,38.7919,From layerII int,NA,"Conv 14C, 4396","Djindjian F., J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin, Paris.",Leuven,NA
Southwest,Spain,S&E Spain,3,End Glacial,Epipaleolithic,Tossal de la Roca,IIb Ext,Tossal de la Roca II ext,10270,9150,100,0.0109,intcal13,Gif7064,-0.2797,38.7919,NA,NA,NA,Cacho et al. 2001,O Garcia,NA
Southwest,Spain,S&E Spain,3,End Glacial,Mesolithic,Tossal de la Roca,II (ext),Tossal de la Roca II ext,10270,9150,100,0.0109,intcal13,NA,-0.2797,38.7919,NA,NA,NA,NA,QSR paper,NA
Southwest,Spain,S&E Spain,2,Late Pleniglacial,Upper Magdalenian,Tossal de la Roca,"III, couche 5",Tossal de la Roca III,16328,13550,40,0.003,intcal13,Beta-134875,-0.2797,38.7919,antler,?,"AMS, 4364","-Cacho-Quesada,C.,le Palรฉolithique supรฉrieur mรฉditerranรฉenne: Valence,Murcie et Andalousie,In",Leuven,NA
Southwest,Spain,S&E Spain,2,Late Pleniglacial,Upper Magdalenian,Tossal de la Roca,"III, couche 5",Tossal de la Roca III,15918,13240,40,0.003,intcal13,Beta-134878,-0.2797,38.7919,NA,?,"AMS, 4365","-Cacho-Quesada,C.,le Palรฉolithique supรฉrieur mรฉditerranรฉenne: Valence,Murcie et Andalousie,In",Leuven,NA
Southwest,Spain,S&E Spain,2,Late Pleniglacial,Upper Magdalenian,Tossal de la Roca,"III, couche 5",Tossal de la Roca III,16538,13690,50,0.0037,intcal13,Beta-134877,-0.2797,38.7919,NA,?,"AMS, 4315","-Cacho-Quesada,C.,le Palรฉolithique supรฉrieur mรฉditerranรฉenne: Valence,Murcie et Andalousie,In",Leuven,NA
Southwest,Spain,S&E Spain,2,Late Pleniglacial,Upper and Final Magdalenian and Epipalaeolithic,Tossal de la Roca,III,Tossal de la Roca III,16071,13360,110,0.0082,intcal13,GifA-95594,-0.2797,38.7919,charcoal,?,"AMS, 385","Cacho C. et al., 1983.Rivista di Scienze Preistoriche XXXVIII(1-2):69-90. Cacho et al. 1995, Recherques del Museum d'Alcoi, IV:11-101. Cacho et al. 1997 (in press) the transition from Magdalenian to Epipaleolithic in the Spanish Mediterranean: El ....",Leuven,NA
Southwest,Spain,S&E Spain,2,Late Pleniglacial,Upper and Final Magdalenian and Epipaleolithic,Tossal de la Roca,III,Tossal de la Roca III,16240,13460,120,0.0089,intcal13,GifA-95595,-0.2797,38.7919,charcoal,?,"AMS, 386","Cacha et  1983. Rivista di Scienze Preistorishe XXXVIII (1-2) 69-90. Cacho et al. Recerques del Museu d'Alcoi, IV, 11-101. Cacho et al. 1997 (in press) The transition from Magdalenian to Epipaleolithic in the Spanish Mediterranean: El Tossol de lo Roco.",Leuven,NA
Southwest,Spain,S&E Spain,2,Late Pleniglacial,Upper Magdalenian,Tossal de la Roca,"III, couche 5",Tossal de la Roca III,14878,12640,190,0.015,intcal13,Gif-9817,-0.2797,38.7919,charcoal,NA,"Conv 14C, 2226","-Cacho-Quesada,C.,le Palรฉolithique supรฉrieur mรฉditerranรฉenne: Valence,Murcie et Andalousie,In",Leuven,NA
N Central,France,NA,2,Late Pleniglacial,Magdalenian,Tournal,"ALM, unit M34","Tournal ALM, unit M34",17492,14530,510,0.0351,intcal13,Ly-1232,2.8833,43.3167,bone,NA,"Conv 14C, 2728",Banadora.; Magniez P. e.a. 2013. QI xxx,Leuven,NA
N Central,France,NA,2,Late Pleniglacial,Magdalenian  (IV?),Tournal,"C, unit K31",Tournal C,14798,12550,210,0.0167,intcal13,Ly-1231,2.8833,43.3167,charcoal,NA,"Conv 14C, 2727",Banadora,Leuven,NA
N Central,France,NA,2,Late Pleniglacial,Magdalenian IV,Tournal,"C, unit K31",Tournal C,15230,12860,320,0.0249,intcal13,Ly-1894,2.8833,43.3167,bone from black hearth,NA,"Conv 14C, 2730",Banadora,Leuven,NA
N Central,France,NA,2,Late Pleniglacial,Middle to Late Magdalenian,Tournal,H,Tournal H,14743,12500,200,0.016,intcal13,Ly-1280,2.8833,43.3167,charcoal,NA,"Conv 14C, 7660",Banadora,Leuven,NA
N Central,France,NA,2,Late Pleniglacial,Middle to Late Magdalenian,Tournal,H,Tournal H,16601,13790,420,0.0305,intcal13,Ly-1897,2.8833,43.3167,bone,NA,"Conv 14C, 2731",Banadora,Leuven,NA
N Central,France,NA,1,LGM,"""late Palaeolithic""",Tournal,PC unit N32,Tournal PC unit N32,29794,25870,830,0.0321,intcal13,Ly-1896,2.8833,43.3167,bone,NA,"Conv 14C, 2726",Banadora,Leuven,NA
N Central,France,NA,1,LGM,Lower Aurignacian,Tuto de Camalhot,70-80?,Tuto de Camalhot 70-80?,28486,24200,600,0.0248,intcal13,Gif-2941,1.6285,43.0104,bone,NA,"Conv 14C, 508",Delibrias G. e.a. 1990. In: Paleolithique moyen recent et Paleolithique superieur ancien en Europe. Memoires du Musee de Prehist. d'Ile-de-France 3:39-42.,Leuven,NA
N Central,France,NA,1,LGM,"Gravettian, Noaillian",Tutto de Camalhot,NA,Tutto de Camalhot,27569,23380,150,0.0064,intcal13,GrA-14939/LYON-997,1.6285,43.0104,Equus tooth,?,"AMS, 3085",Klaric L. 2007. Antiquity 81: 176-190.,Leuven,NA
N Central,France,NA,1,LGM,"Gravettian, Noaillian",Tutto de Camalhot,NA,Tutto de Camalhot,28266,24220,160,0.0066,intcal13,LYON-996/GrA-14938,1.6285,43.0104,tooth bouquetin,?,"AMS, 3086",Klaric L. 2007. Antiquity 81: 176-190.,Leuven,NA
N Central,France,NA,1,LGM,"Gravettian, Noaillian",Tutto de Camalhot,NA,Tutto de Camalhot,27060,22980,330,0.0144,intcal13,Gif-2942,1.6285,43.0104,bone,NA,"Conv 14C, 509",Klaric L. 2007. Antiquity 81: 176-190.,Leuven,NA
Southeast,Italy,NA,2,Late Pleniglacial,Romanellian,Ugento Pozzo Zecca,III-IV,Ugento Pozzo Zecca III-IV,16810,13870,110,0.0079,intcal13,R-272,18.1583,39.9274,NA,NA,"Conv 14C, 5350","Milliken S., 1998. Oxford Journal of Archaeology 17: 269-287.",Leuven,NA
N Central,France,NA,4,Holocene,Epipaleolithic,Usclades,Layer 4A,Usclades 4A,7679,6780,80,0.0118,intcal13,Gif8436,3.2500,43.9800,NA,NA,NA,Shennan & Steele 2000,O Garcia,NA
N Central,France,NA,4,Holocene,Epipaleolithic,Usclades,layer 4B,Usclades 4B,8141,7290,60,0.0082,intcal13,Gif8745,3.2500,43.9800,NA,NA,NA,Shennan & Steele 2000,O Garcia,NA
N Central,France,NA,4,Holocene,Mesolithic,Usclades,layer 4B,Usclades 4B,9188,8220,70,0.0085,intcal13,Gif8744,3.2500,43.9800,NA,NA,NA,Shennan & Steele 2000,O Garcia,NA
Southeast,Italy,Sicily,4,Holocene,Epigravettian,Uzzo,"c. 13-14, transition","Uzzo 13-14, transition",8741,7910,70,0.0088,intcal13,P-2734,12.7500,38.1667,NA,NA,NA,NA,PANCEA,NA
Southeast,Italy,NA,3,End Glacial,Recent Epigravettian,Uzzo,"A, 19",Uzzo A,11338,9863,40,0.0041,intcal13,OxA-X-2086*50,12.7500,38.1667,NA,?,"AMS, 7392",Gazzonii V. 2008. PhD Ferrara: 448.,Leuven,NA
Southeast,Italy,NA,3,End Glacial,Recent Epigravettian,Uzzo,"A, 19",Uzzo A,11026,9720,60,0.0062,intcal13,OxA-13443,12.7500,38.1667,NA,?,"AMS, 7393",Gazzonii V. 2008. PhD Ferrara: 448.,Leuven,NA
Southeast,Italy,NA,3,End Glacial,Recent Epigravettian,Uzzo,"A, 18",Uzzo A,11374,9855,70,0.0071,intcal13,OxA-13442,12.7500,38.1667,NA,?,"AMS, 7391",Gazzonii V. 2008. PhD Ferrara: 448.,Leuven,NA
Southeast,Italy,Sicily,3,End Glacial,Epigravettian,Uzzo,A,Uzzo A,10332,9180,100,0.0109,intcal13,P-2557,12.7500,38.1667,NA,NA,NA,NA,PANCEA,NA
Southeast,Italy,Sicily,3,End Glacial,Epigravettian,Uzzo,A,Uzzo A,10078,9030,100,0.0111,intcal13,P-2556,12.7500,38.1667,NA,NA,NA,NA,PANCEA,NA
Southeast,Italy,Sicily,3,End Glacial,Epigravettian,Uzzo,C,Uzzo C,10641,9300,100,0.0108,intcal13,P-2558,12.7500,38.1667,NA,NA,NA,NA,PANCEA,NA
Southeast,Italy,NA,3,End Glacial,Mesolithic,Uzzo,"F, 22",Uzzo F,11014,9720,50,0.0051,intcal13,OxA-13441,12.7500,38.1667,NA,?,"AMS, 7390",Gazzonii V. 2008. PhD Ferrara: 448.,Leuven,NA
Southeast,Italy,Sicily,4,Holocene,Mesolithic,Uzzo,F,Uzzo F,9272,8330,80,0.0096,intcal13,P-2735,12.7500,38.1667,NA,NA,NA,NA,PANCEA,NA
